Concurso,Data,Dez1,Dez2,Dez3,Dez4,Dez5,Dez6,Mega,Quina,Quadra,PremioSena,PremioQuina,PremioQuadra,Cidade
859,18/04/2007,9,12,34,46,47,57,0,35,3275,"R$0,00","R$18.296,99","R$194,80",
860,23/04/2007,2,8,17,22,42,44,0,111,6853,"R$0,00","R$8.602,66","R$138,82",
861,25/04/2007,39,40,42,47,59,60,1,34,2296,"R$10.840.760,96","R$25.977,84","R$383,23",ES
862,28/04/2007,2,8,11,12,19,35,1,99,5632,"R$1.152.211,30","R$6.650,57","R$116,46",RS
863,02/05/2007,15,24,32,50,53,57,0,25,1454,"R$0,00","R$18.975,51","R$325,04",
864,05/05/2007,8,11,31,33,42,57,0,47,2926,"R$0,00","R$16.053,56","R$256,90",
865,09/05/2007,23,26,27,41,51,53,0,28,2694,"R$0,00","R$31.424,15","R$325,36",
866,12/05/2007,5,27,36,40,46,48,0,46,3704,"R$0,00","R$23.174,32","R$286,71",
867,16/05/2007,10,19,26,28,44,54,0,51,4381,"R$0,00","R$20.699,48","R$240,06",
868,19/05/2007,21,22,25,40,51,57,0,37,3453,"R$0,00","R$32.369,99","R$345,54",
869,23/05/2007,27,29,42,49,50,51,1,57,3912,"R$16.192.436,64","R$20.414,39","R$296,32",SP
870,26/05/2007,8,21,34,40,43,52,0,26,2923,"R$0,00","R$34.488,20","R$305,61",
871,30/05/2007,1,5,10,17,47,58,0,80,6225,"R$0,00","R$12.453,39","R$159,45",
872,02/06/2007,5,18,31,43,55,58,0,81,4636,"R$0,00","R$14.747,74","R$256,70",
873,06/06/2007,4,19,30,34,57,59,0,70,5051,"R$0,00","R$17.932,61","R$247,59",
874,09/06/2007,10,20,42,44,52,59,0,32,3024,"R$0,00","R$39.615,01","R$417,62",
875,13/06/2007,18,20,24,36,53,58,1,153,8240,"R$26.631.943,24","R$11.566,24","R$213,95",SP
876,16/06/2007,4,8,12,41,45,60,0,30,3847,"R$0,00","R$29.219,33","R$227,00",
877,20/06/2007,13,15,20,28,31,36,0,69,4817,"R$0,00","R$14.440,64","R$206,07",
878,23/06/2007,11,12,37,38,43,54,0,33,3702,"R$0,00","R$29.970,93","R$266,16",
879,27/06/2007,10,28,29,35,42,46,0,45,3852,"R$0,00","R$21.995,08","R$255,98",
880,30/06/2007,25,30,37,46,49,51,0,46,4314,"R$0,00","R$28.154,03","R$299,07",
881,04/07/2007,4,18,24,43,51,56,0,99,6959,"R$0,00","R$14.336,70","R$203,19",
882,07/07/2007,17,41,42,44,45,60,1,81,6642,"R$21.492.982,24","R$20.989,74","R$255,00",SC
883,11/07/2007,21,32,37,52,53,60,0,13,1494,"R$0,00","R$51.899,42","R$449,89",
884,14/07/2007,2,11,12,14,22,39,0,56,4752,"R$0,00","R$15.846,82","R$186,05",
885,18/07/2007,4,13,31,33,47,51,0,114,6503,"R$0,00","R$9.254,88","R$161,63",
886,21/07/2007,17,33,37,50,55,59,0,100,5764,"R$0,00","R$12.422,33","R$214,70",
887,25/07/2007,1,12,21,32,34,44,0,79,4885,"R$0,00","R$15.886,22","R$255,94",
888,28/07/2007,24,40,50,52,54,60,1,50,3672,"R$18.947.548,96","R$28.873,65","R$391,67",DF
889,01/08/2007,20,24,34,39,54,60,0,21,1733,"R$0,00","R$30.883,09","R$372,81",
890,04/08/2007,7,9,17,21,22,54,0,105,6983,"R$0,00","R$10.715,07","R$160,51",
891,08/08/2007,15,16,19,22,34,35,0,92,6400,"R$0,00","R$13.781,11","R$197,35",
892,11/08/2007,1,19,42,44,49,52,0,54,4782,"R$0,00","R$28.078,08","R$315,87",
893,15/08/2007,3,18,26,51,53,56,0,105,6595,"R$0,00","R$14.747,51","R$233,91",
894,18/08/2007,20,24,28,37,41,44,0,59,6653,"R$0,00","R$31.502,25","R$278,31",
895,22/08/2007,2,41,43,55,57,58,0,82,6473,"R$0,00","R$29.366,19","R$370,60",
896,25/08/2007,5,11,22,31,35,41,0,98,10769,"R$0,00","R$31.002,68","R$281,06",
897,29/08/2007,7,21,22,43,46,57,0,212,16644,"R$0,00","R$18.019,32","R$228,65",
898,01/09/2007,3,4,8,30,45,54,2,596,27120,"R$27.782.053,83","R$8.828,84","R$193,29",RO   SC
899,05/09/2007,18,20,36,53,54,58,0,948,3559,"R$0,00","R$951,79","R$252,57",
900,08/09/2007,4,18,21,34,38,59,1,89,6184,"R$23.334.752,92","R$15.842,00","R$227,14",DF
901,12/09/2007,13,16,32,33,34,56,0,100,5617,"R$0,00","R$9.381,13","R$166,39",
902,15/09/2007,18,23,50,52,55,58,0,68,3490,"R$0,00","R$17.237,57","R$334,59",
903,19/09/2007,5,17,20,32,41,55,0,62,4688,"R$0,00","R$19.346,40","R$254,89",
904,22/09/2007,32,44,48,51,53,59,0,72,4007,"R$0,00","R$18.874,08","R$337,86",
905,26/09/2007,2,4,15,16,55,57,1,89,6223,"R$18.405.503,18","R$16.931,26","R$241,23",RJ
906,29/09/2007,7,14,24,29,35,39,1,49,4239,"R$1.583.115,71","R$18.461,99","R$212,60",MT
907,03/10/2007,9,36,37,41,51,53,0,25,2244,"R$0,00","R$32.080,72","R$356,05",
908,06/10/2007,1,9,19,25,50,52,0,120,6205,"R$0,00","R$8.660,71","R$166,86",
909,10/10/2007,17,22,26,28,38,42,0,48,4586,"R$0,00","R$21.301,42","R$222,11",
910,13/10/2007,3,15,27,29,36,53,0,107,6512,"R$0,00","R$10.618,33","R$173,81",
911,17/10/2007,1,6,28,29,46,49,1,63,5376,"R$15.981.772,55","R$21.657,82","R$252,84",MT
912,20/10/2007,4,19,21,26,29,54,0,62,4474,"R$0,00","R$13.412,10","R$185,16",
913,24/10/2007,14,30,36,38,46,59,1,27,2683,"R$2.915.782,13","R$30.911,51","R$309,90",DF
914,27/10/2007,9,12,23,33,45,51,0,64,4731,"R$0,00","R$12.406,06","R$167,20",
915,31/10/2007,17,20,26,28,48,49,1,44,3580,"R$9.448.268,16","R$24.127,91","R$295,43",GO
916,03/11/2007,5,28,33,36,37,38,0,144,3220,"R$0,00","R$4.648,18","R$207,09",
917,07/11/2007,23,25,30,46,47,59,0,61,3491,"R$0,00","R$14.133,49","R$246,03",
918,10/11/2007,4,8,12,38,44,52,0,135,6883,"R$0,00","R$7.591,36","R$148,33",
919,14/11/2007,3,25,31,41,43,60,0,37,3505,"R$0,00","R$28.441,93","R$299,10",
920,17/11/2007,5,17,24,52,55,57,0,94,6584,"R$0,00","R$12.657,72","R$180,04",
921,21/11/2007,1,9,35,41,48,57,0,62,4365,"R$0,00","R$21.395,20","R$302,75",
922,24/11/2007,12,13,19,41,45,49,0,136,8735,"R$0,00","R$11.821,04","R$183,36",
923,28/11/2007,2,15,39,50,53,57,0,90,6122,"R$0,00","R$19.370,44","R$283,68",
924,01/12/2007,2,20,21,27,51,60,0,90,7236,"R$0,00","R$22.081,88","R$273,61",
925,05/12/2007,8,22,36,37,46,52,1,132,10214,"R$40.628.613,64","R$21.261,85","R$273,74",SP
926,08/12/2007,21,33,34,40,41,59,0,24,2019,"R$0,00","R$35.599,69","R$421,58",
927,12/12/2007,19,23,26,31,33,36,0,45,3499,"R$0,00","R$20.517,91","R$262,88",
928,15/12/2007,4,10,32,33,49,60,1,43,4246,"R$5.077.029,42","R$26.127,01","R$263,59",SC
929,19/12/2007,16,27,35,39,49,57,0,42,3095,"R$0,00","R$18.094,16","R$244,61",
930,22/12/2007,20,28,37,46,49,55,0,73,5481,"R$0,00","R$18.344,90","R$243,81",
931,31/12/2007,7,17,19,34,36,39,0,245,14573,"R$0,00","R$9.393,97","R$157,93",
932,05/01/2008,2,17,21,36,42,53,1,196,10515,"R$19.685.655,01","R$11.370,01","R$211,94",RN
933,09/01/2008,8,14,25,39,45,51,0,66,3308,"R$0,00","R$11.712,22","R$233,68",
934,12/01/2008,1,3,21,25,44,48,0,55,5101,"R$0,00","R$17.289,83","R$186,42",
935,16/01/2008,7,13,18,29,31,45,0,243,10898,"R$0,00","R$5.396,61","R$120,33",
936,19/01/2008,5,14,22,29,33,44,2,144,9280,"R$8.699.137,89","R$10.297,63","R$159,79",RJ   RS
937,23/01/2008,2,21,22,30,41,52,0,20,1763,"R$0,00","R$36.413,65","R$413,09",
938,26/01/2008,15,27,35,50,57,59,0,39,3235,"R$0,00","R$23.406,66","R$282,18",
939,30/01/2008,6,19,23,37,49,50,0,103,5670,"R$0,00","R$9.216,78","R$167,43",
940,02/02/2008,5,25,31,33,37,51,0,109,6936,"R$0,00","R$11.635,12","R$182,85",
941,06/02/2008,10,11,15,27,53,60,0,37,3406,"R$0,00","R$20.206,51","R$219,51",
942,09/02/2008,5,8,18,42,52,59,0,73,5310,"R$0,00","R$20.890,58","R$287,20",
943,13/02/2008,3,12,23,41,47,58,1,116,7783,"R$20.498.366,41","R$14.963,79","R$223,02",RS
944,16/02/2008,16,37,43,52,58,59,0,21,2669,"R$0,00","R$38.432,28","R$302,39",
945,20/02/2008,4,8,27,44,54,59,0,118,6615,"R$0,00","R$9.974,16","R$177,92",
946,23/02/2008,1,5,12,47,52,59,0,92,6373,"R$0,00","R$15.029,80","R$216,97",
947,27/02/2008,3,5,11,14,33,58,1,95,8955,"R$16.035.424,27","R$15.271,45","R$162,01",SP
948,01/03/2008,22,41,44,46,52,54,0,30,2141,"R$0,00","R$27.177,27","R$380,81",
949,05/03/2008,1,23,41,44,51,52,0,28,2679,"R$0,00","R$31.580,90","R$330,08",
950,08/03/2008,23,41,42,48,49,59,0,43,3953,"R$0,00","R$30.111,09","R$327,54",
951,12/03/2008,14,24,34,39,49,55,0,41,3894,"R$0,00","R$33.969,92","R$357,67",
952,15/03/2008,2,11,18,27,30,54,0,132,7126,"R$0,00","R$11.947,28","R$221,31",
953,19/03/2008,1,16,39,42,48,55,1,71,5055,"R$20.509.951,37","R$23.622,38","R$331,79",MG
954,22/03/2008,5,8,18,24,33,57,0,81,5213,"R$0,00","R$7.848,36","R$121,95",
955,26/03/2008,5,12,21,32,33,35,2,90,6180,"R$5.678.963,92","R$12.848,01","R$187,11",MG   SP
956,29/03/2008,46,47,51,54,57,59,1,38,2468,"R$1.385.109,95","R$20.828,72","R$320,70",SP
957,02/04/2008,24,25,32,34,50,57,0,24,2210,"R$0,00","R$30.247,28","R$328,48",
958,05/04/2008,7,13,22,33,48,51,3,269,8718,"R$978.205,14","R$3.535,28","R$109,09",BA   RJ   SP
959,09/04/2008,3,5,11,33,39,57,0,138,7139,"R$0,00","R$5.376,40","R$103,93",
960,12/04/2008,6,18,19,33,34,53,0,73,4852,"R$0,00","R$15.299,06","R$230,18",
961,16/04/2008,2,4,16,21,36,53,0,81,7193,"R$0,00","R$15.330,15","R$172,63",
962,19/04/2008,2,11,40,48,49,55,1,41,3554,"R$13.272.508,39","R$33.285,83","R$384,00",RS
963,23/04/2008,15,17,37,48,50,59,0,30,2644,"R$0,00","R$20.269,81","R$229,99",
964,26/04/2008,8,13,20,26,33,42,0,125,6128,"R$0,00","R$7.097,23","R$144,77",
965,30/04/2008,5,30,36,39,57,58,0,61,3934,"R$0,00","R$18.625,79","R$288,81",
966,03/05/2008,1,4,26,28,41,58,0,55,4397,"R$0,00","R$21.206,52","R$265,26",
967,07/05/2008,5,13,14,18,30,57,0,91,7445,"R$0,00","R$15.768,06","R$192,74",
968,10/05/2008,1,4,13,30,51,60,0,124,9572,"R$0,00","R$13.308,65","R$172,41",
969,14/05/2008,13,25,35,41,50,56,1,82,6898,"R$21.823.614,22","R$22.684,90","R$269,67",PE
970,17/05/2008,5,21,28,34,54,57,3,108,6144,"R$3.712.467,76","R$10.992,48","R$193,23",GO   PE   SP
971,21/05/2008,4,11,14,33,44,45,0,66,4390,"R$0,00","R$11.508,75","R$173,02",
972,24/05/2008,15,18,31,33,34,56,3,723,4082,"R$912.435,75","R$1.112,86","R$197,11",PE   SC   SP
973,28/05/2008,1,8,30,36,47,53,0,36,2274,"R$0,00","R$19.679,25","R$311,55",
974,31/05/2008,12,16,20,31,38,45,0,93,4213,"R$0,00","R$10.307,56","R$227,53",
975,04/06/2008,9,30,33,37,40,41,0,55,4524,"R$0,00","R$25.191,37","R$306,26",
976,07/06/2008,14,23,25,28,38,53,0,74,6395,"R$0,00","R$21.152,88","R$244,77",
977,11/06/2008,3,5,7,9,17,32,1,452,24482,"R$16.584.111,63","R$3.767,10","R$69,55",SP
978,14/06/2008,12,16,18,27,42,58,0,69,4616,"R$0,00","R$13.220,26","R$197,61",
979,18/06/2008,3,15,28,31,39,51,0,42,3714,"R$0,00","R$23.261,38","R$263,05",
980,21/06/2008,15,17,29,35,36,59,0,88,6837,"R$0,00","R$16.054,57","R$206,64",
981,25/06/2008,1,8,34,41,53,58,0,74,4974,"R$0,00","R$20.200,29","R$300,53",
982,28/06/2008,8,12,24,40,43,49,0,125,8510,"R$0,00","R$14.102,62","R$207,15",
983,02/07/2008,16,22,32,38,40,45,1,244,9930,"R$24.038.180,79","R$10.258,56","R$252,07",SC
984,05/07/2008,4,10,20,43,46,47,0,38,2643,"R$0,00","R$26.313,69","R$378,33",
985,09/07/2008,4,16,18,46,56,59,0,55,4846,"R$0,00","R$26.215,60","R$297,54",
986,12/07/2008,6,15,19,24,31,32,0,120,7953,"R$0,00","R$15.043,78","R$226,99",
987,16/07/2008,13,27,31,34,47,58,0,193,10923,"R$0,00","R$10.707,60","R$189,19",
988,19/07/2008,8,17,46,48,56,60,0,73,6874,"R$0,00","R$31.767,36","R$337,36",
989,23/07/2008,2,21,27,29,32,38,0,130,10296,"R$0,00","R$23.437,38","R$295,93",
990,26/07/2008,2,10,15,18,29,39,2,290,20863,"R$26.586.140,51","R$18.062,91","R$251,08",MG   RO
991,30/07/2008,8,9,15,38,41,60,0,36,3028,"R$0,00","R$26.823,95","R$318,91",
992,02/08/2008,1,4,6,8,25,28,0,330,13216,"R$0,00","R$3.731,21","R$93,17",
993,06/08/2008,5,24,25,26,42,60,0,68,5121,"R$0,00","R$18.539,43","R$246,18",
994,09/08/2008,3,20,29,40,44,58,0,47,3838,"R$0,00","R$31.786,28","R$389,25",
995,13/08/2008,4,16,31,36,54,55,0,76,6790,"R$0,00","R$24.991,48","R$279,73",
996,16/08/2008,7,15,20,21,23,29,2,165,11901,"R$14.458.257,67","R$13.209,87","R$183,15",SC   SP
997,20/08/2008,9,17,18,32,53,55,0,40,3203,"R$0,00","R$22.382,42","R$279,52",
998,23/08/2008,3,4,21,22,28,32,0,40,4526,"R$0,00","R$27.708,98","R$244,89",
999,27/08/2008,18,24,36,44,55,58,0,103,6681,"R$0,00","R$11.227,56","R$173,09",
1000,30/08/2008,29,38,39,49,53,58,0,41,3771,"R$0,00","R$42.451,22","R$461,55",
1001,03/09/2008,12,15,27,37,51,60,0,87,7074,"R$0,00","R$22.084,42","R$271,60",
1002,06/09/2008,3,7,25,31,40,58,1,174,10015,"R$24.880.988,57","R$12.267,86","R$213,14",MG
1003,10/09/2008,5,10,16,23,26,27,1,86,5694,"R$1.609.524,90","R$10.159,79","R$153,45",PE
1004,13/09/2008,29,40,43,44,45,47,0,34,2419,"R$0,00","R$27.732,08","R$389,79",
1005,17/09/2008,4,6,12,37,41,42,1,67,5871,"R$12.989.451,54","R$19.748,63","R$225,37",RJ
1006,20/09/2008,2,4,17,33,48,55,1,136,5935,"R$1.675.260,09","R$6.686,96","R$153,23",MG
1007,24/09/2008,4,27,36,37,49,52,0,46,2884,"R$0,00","R$17.494,40","R$279,04",
1008,27/09/2008,7,13,15,34,42,48,0,159,8123,"R$0,00","R$6.334,47","R$124,00",
1009,01/10/2008,1,6,12,29,34,58,2,111,5083,"R$2.591.825,61","R$9.027,57","R$197,14",PA   SP
1010,04/10/2008,2,3,13,37,46,54,0,61,4679,"R$0,00","R$18.487,52","R$241,02",
1011,08/10/2008,2,11,21,30,35,52,0,113,3889,"R$0,00","R$10.999,46","R$319,60",
1012,11/10/2008,14,19,40,47,55,58,0,43,3755,"R$0,00","R$34.250,51","R$392,21",
1013,15/10/2008,7,9,12,19,20,41,1,178,10125,"R$15.668.367,92","R$8.371,40","R$147,17",SP
1014,18/10/2008,8,9,25,41,57,60,0,65,3861,"R$0,00","R$13.760,77","R$231,66",
1015,22/10/2008,3,8,17,26,28,49,0,110,8105,"R$0,00","R$11.111,50","R$150,81",
1016,25/10/2008,5,9,11,20,25,60,1,174,9476,"R$13.814.409,97","R$8.435,56","R$154,89",PB
1017,29/10/2008,6,19,31,34,51,56,0,36,2885,"R$0,00","R$21.980,86","R$274,29",
1018,01/11/2008,9,24,44,51,55,58,0,35,4170,"R$0,00","R$29.464,79","R$247,31",
1019,05/11/2008,4,13,23,29,46,47,0,77,6124,"R$0,00","R$14.084,12","R$177,09",
1020,08/11/2008,1,2,19,32,39,52,0,56,4646,"R$0,00","R$27.920,81","R$336,54",
1021,12/11/2008,2,33,42,43,51,55,1,46,4247,"R$17.819.642,97","R$36.624,26","R$396,69",MG
1022,16/11/2008,5,21,31,39,40,56,0,21,1505,"R$0,00","R$31.512,19","R$439,70",
1023,19/11/2008,2,7,8,18,40,45,0,65,4937,"R$0,00","R$14.980,07","R$197,23",
1024,22/11/2008,18,22,28,29,39,53,0,23,2722,"R$0,00","R$48.677,51","R$411,31",
1025,26/11/2008,10,27,28,29,40,52,0,34,3705,"R$0,00","R$44.097,09","R$404,67",
1026,29/11/2008,6,10,17,33,51,53,0,92,7192,"R$0,00","R$19.600,34","R$250,73",
1027,03/12/2008,18,20,33,44,47,60,0,112,6992,"R$0,00","R$19.031,09","R$304,85",
1028,06/12/2008,20,26,34,51,52,54,0,66,5453,"R$0,00","R$39.415,99","R$477,07",
1029,10/12/2008,5,16,17,20,24,32,1,262,17979,"R$32.271.347,11","R$11.277,48","R$164,34",RJ
1030,13/12/2008,1,8,23,37,54,57,0,123,7495,"R$0,00","R$12.938,02","R$212,33",
1031,17/12/2008,24,33,40,43,46,49,1,59,5508,"R$19.067.463,74","R$31.380,11","R$336,14",SP
1032,20/12/2008,15,16,26,29,43,57,0,49,3682,"R$0,00","R$22.063,82","R$293,63",
1033,24/12/2008,5,6,17,33,39,54,0,83,6445,"R$0,00","R$13.662,29","R$175,95",
1034,27/12/2008,1,3,18,20,42,49,0,61,4635,"R$0,00","R$19.548,37","R$257,27",
1035,31/12/2008,1,11,26,51,59,60,0,289,19044,"R$0,00","R$14.028,04","R$212,88",
1036,03/01/2009,10,27,36,39,41,52,1,177,11703,"R$44.550.370,27","R$23.079,89","R$349,07",MG
1037,07/01/2009,4,36,44,46,53,56,0,27,3108,"R$0,00","R$41.327,23","R$359,02",
1038,10/01/2009,6,7,28,35,43,51,0,80,5438,"R$0,00","R$16.894,25","R$248,54",
1039,14/01/2009,2,20,24,27,36,52,0,96,6631,"R$0,00","R$15.555,92","R$225,21",
1040,17/01/2009,1,6,28,39,44,55,0,66,6431,"R$0,00","R$31.738,53","R$325,73",
1041,21/01/2009,10,12,36,44,54,57,1,82,8071,"R$29.372.147,91","R$27.849,85","R$282,95",RJ
1042,24/01/2009,13,18,25,30,46,51,0,79,4761,"R$0,00","R$13.627,16","R$226,12",
1043,28/01/2009,14,21,25,48,51,60,0,35,3197,"R$0,00","R$33.115,91","R$362,55",
1044,31/01/2009,10,11,13,35,39,58,0,79,6346,"R$0,00","R$17.589,08","R$218,96",
1045,04/02/2009,1,5,6,17,31,50,0,102,8623,"R$0,00","R$17.541,75","R$207,50",
1046,07/02/2009,28,40,42,54,55,57,1,49,4875,"R$23.031.543,81","R$41.992,34","R$422,08",SC
1047,11/02/2009,1,2,8,10,14,48,0,148,8110,"R$0,00","R$6.309,40","R$115,14",
1048,14/02/2009,3,16,21,28,38,57,1,70,4990,"R$3.901.088,76","R$16.913,47","R$237,26",SP
1049,18/02/2009,2,5,17,29,34,52,1,143,6295,"R$1.636.050,81","R$6.210,78","R$141,09",SP
1050,21/02/2009,14,24,26,33,45,60,0,66,4590,"R$0,00","R$18.549,47","R$266,73",
1051,25/02/2009,7,10,11,13,43,57,0,66,5281,"R$0,00","R$11.893,94","R$148,65",
1052,28/02/2009,8,11,15,16,52,57,1,77,5743,"R$14.557.865,34","R$20.599,07","R$276,18",RJ
1053,04/03/2009,15,27,34,42,49,53,1,112,4385,"R$1.629.650,34","R$7.898,82","R$201,75",RS
1054,07/03/2009,13,14,18,27,41,60,0,37,3567,"R$0,00","R$26.092,87","R$270,66",
1055,11/03/2009,12,15,16,20,27,32,2,86,6311,"R$5.273.833,35","R$15.552,99","R$211,94",SP
1056,14/03/2009,6,8,38,50,53,59,1,23,2350,"R$1.872.397,32","R$44.193,23","R$432,53",DF
1057,18/03/2009,2,3,4,15,49,59,0,46,3923,"R$0,00","R$18.772,07","R$220,12",
1058,21/03/2009,18,20,24,45,51,57,1,50,3853,"R$3.671.709,67","R$22.593,98","R$293,20",BA
1059,25/03/2009,1,12,14,16,37,45,1,63,4089,"R$1.600.783,97","R$13.793,60","R$212,52",SP
1060,28/03/2009,1,3,16,18,41,42,1,60,5220,"R$8.287.163,48","R$20.333,07","R$233,71",PR
1061,01/04/2009,9,21,23,30,41,56,0,29,2579,"R$0,00","R$29.790,04","R$334,98",
1062,04/04/2009,2,8,23,33,37,55,0,114,6442,"R$0,00","R$9.967,04","R$176,38",
1063,08/04/2009,1,22,44,47,49,50,0,68,4202,"R$0,00","R$17.776,43","R$287,67",
1064,11/04/2009,4,16,19,28,29,49,0,74,5517,"R$0,00","R$15.699,66","R$210,58",
1065,15/04/2009,7,19,30,39,43,57,0,72,6501,"R$0,00","R$23.596,92","R$261,34",
1066,18/04/2009,6,10,25,32,43,49,0,115,8153,"R$0,00","R$18.205,45","R$256,79",
1067,22/04/2009,4,10,14,25,28,56,0,172,10795,"R$0,00","R$11.762,29","R$267,73",
1068,25/04/2009,25,27,44,47,48,57,0,146,10795,"R$0,00","R$19.264,05","R$372,20",
1069,29/04/2009,9,17,28,45,49,53,1,275,16287,"R$36.400.425,15","R$11.807,55","R$284,80",RJ
1070,02/05/2009,5,8,16,23,41,53,2,302,8729,"R$8.120.833,45","R$4.478,33","R$221,34",DF   SP
1071,06/05/2009,5,7,37,43,53,54,0,56,3846,"R$0,00","R$17.508,53","R$364,19",
1072,09/05/2009,9,18,19,43,47,54,0,47,4915,"R$0,00","R$27.186,35","R$371,38",
1073,13/05/2009,8,25,32,34,36,44,0,66,5305,"R$0,00","R$20.356,35","R$361,79",
1074,16/05/2009,3,10,23,29,47,50,0,111,7099,"R$0,00","R$13.830,94","R$308,94",
1075,20/05/2009,10,12,16,21,39,53,0,119,7179,"R$0,00","R$15.845,68","R$375,22",
1076,23/05/2009,4,10,19,32,33,42,0,102,8656,"R$0,00","R$21.442,45","R$360,96",
1077,27/05/2009,5,6,9,11,18,37,2,300,19219,"R$14.486.088,42","R$8.129,73","R$181,28",BELO HORIZONTE MG   SÃO PAULO SP
1078,30/05/2009,3,6,34,41,43,45,0,47,3645,"R$0,00","R$22.507,73","R$414,60",
1079,03/06/2009,5,12,24,28,36,37,1,150,8339,"R$4.033.499,58","R$7.545,01","R$193,88",INDAIATUBA SP
1080,06/06/2009,11,18,20,34,41,56,0,59,4152,"R$0,00","R$24.305,19","R$493,39",
1081,10/06/2009,9,16,24,29,52,56,0,109,7213,"R$0,00","R$16.360,33","R$353,18",
1082,13/06/2009,4,17,38,40,50,55,0,63,5460,"R$0,00","R$28.937,66","R$476,99",
1083,17/06/2009,10,20,23,28,42,43,0,70,6647,"R$0,00","R$31.956,08","R$480,75",
1084,20/06/2009,5,20,29,33,40,59,0,108,7731,"R$0,00","R$23.240,93","R$463,81",
1085,24/06/2009,12,21,39,40,50,55,0,81,7674,"R$0,00","R$44.000,86","R$663,47",
1086,27/06/2009,2,4,6,10,23,45,4,954,52159,"R$13.904.065,20","R$5.470,55","R$142,93",IBIRITÉ MG   LONDRINA PR   LEME SP   SÃO BERNARDO DO CAMPO SP
1087,01/07/2009,3,20,28,32,36,46,0,58,4426,"R$0,00","R$20.380,65","R$381,53",
1088,04/07/2009,6,24,31,35,42,57,0,78,5886,"R$0,00","R$19.245,30","R$364,33",
1089,08/07/2009,2,18,20,32,37,48,0,93,6101,"R$0,00","R$17.263,31","R$375,93",
1090,11/07/2009,9,20,24,36,40,42,0,175,10325,"R$0,00","R$12.820,74","R$310,42",
1091,15/07/2009,17,23,24,27,49,56,0,146,12471,"R$0,00","R$18.821,58","R$314,78",
1092,18/07/2009,1,9,30,33,34,40,0,130,11224,"R$0,00","R$25.322,41","R$418,98",
1093,22/07/2009,19,23,27,38,41,49,0,299,18464,"R$0,00","R$13.845,47","R$320,29",
1094,25/07/2009,9,10,21,36,41,48,1,211,18534,"R$55.863.193,02","R$25.579,45","R$416,01",RIO DE JANEIRO RJ
1095,29/07/2009,10,16,21,23,27,36,0,168,10462,"R$0,00","R$12.339,22","R$283,06",
1096,01/08/2009,3,13,14,16,41,52,0,102,9766,"R$0,00","R$26.537,40","R$395,95",
1097,05/08/2009,1,17,21,33,48,56,1,242,13115,"R$34.907.671,59","R$12.266,88","R$323,35",SANTOS SP
1098,08/08/2009,11,20,21,30,50,52,1,49,3434,"R$2.656.519,77","R$29.430,83","R$599,92",BELÉM PA
1099,12/08/2009,14,31,35,38,44,55,0,42,3392,"R$0,00","R$30.298,50","R$535,94",
1100,15/08/2009,7,17,18,33,41,42,0,119,10353,"R$0,00","R$16.950,03","R$278,32",
1101,19/08/2009,6,7,10,12,24,57,1,284,17901,"R$22.310.116,55","R$7.904,40","R$179,14",GUARATINGUETA SP
1102,22/08/2009,9,11,23,35,46,51,0,83,5695,"R$0,00","R$15.534,50","R$323,43",
1103,26/08/2009,10,19,28,41,55,56,0,47,5696,"R$0,00","R$29.544,00","R$348,25",
1104,29/08/2009,2,3,6,35,49,58,0,95,6982,"R$0,00","R$17.867,29","R$347,29",
1105,02/09/2009,1,15,28,43,50,57,1,135,7144,"R$21.878.202,24","R$15.350,38","R$414,39",TERRA ROXA PR
1106,05/09/2009,4,15,43,47,50,60,0,37,3139,"R$0,00","R$31.924,48","R$537,57",
1107,09/09/2009,3,9,20,36,53,54,0,85,6294,"R$0,00","R$14.819,61","R$285,91",
1108,12/09/2009,7,9,39,43,44,60,0,71,5791,"R$0,00","R$24.403,73","R$427,42",
1109,16/09/2009,6,8,11,14,29,52,0,141,8371,"R$0,00","R$12.814,67","R$308,35",
1110,19/09/2009,6,14,26,28,42,45,2,217,11277,"R$12.343.077,59","R$10.870,72","R$298,83",Curitiba PR   PORTO ALEGRE RS
1111,23/09/2009,4,9,25,32,33,43,1,52,5266,"R$2.100.928,15","R$21.932,77","R$309,39",SÃO CAETANO DO SUL SP
1112,26/09/2009,4,32,34,43,52,58,0,43,3283,"R$0,00","R$28.083,09","R$525,46",
1113,30/09/2009,3,6,29,36,47,59,2,82,5947,"R$2.321.158,61","R$16.006,62","R$315,29",PARAUAPEBAS PA   AMPARO SP
1114,03/10/2009,3,15,16,22,25,54,1,65,5054,"R$2.310.563,74","R$19.297,02","R$354,54",ITUPEVA SP
1115,07/10/2009,18,30,37,41,44,50,0,26,3005,"R$0,00","R$56.589,75","R$699,46",
1116,10/10/2009,4,9,13,17,20,47,1,259,14186,"R$14.545.870,49","R$7.153,85","R$186,58",Florianópolis SC
1117,14/10/2009,1,6,17,27,35,40,0,36,3143,"R$0,00","R$26.269,86","R$429,85",
1118,17/10/2009,8,20,21,43,44,55,0,30,2965,"R$0,00","R$44.640,50","R$645,24",
1119,21/10/2009,10,34,41,44,45,54,0,22,2684,"R$0,00","R$61.156,09","R$716,11",
1120,24/10/2009,7,35,40,44,50,55,0,63,4116,"R$0,00","R$30.741,97","R$672,20",
1121,28/10/2009,4,17,18,54,56,59,1,94,6105,"R$22.023.474,44","R$21.458,13","R$471,99",SÃO PAULO SP
